settings,الاختبار النهائي,,45,minutes,,0,60,40,,single_question,rand,,200
answer,من مفعول فقط,text,0,0,,3,
answer,من حرف فقط,text,0,0,,4,
question,يبنى الفعل المضارع على الفتح إذا,<p><br data-mce-bogus=1></p>,single_choice,2.5,12,1,1
answer,لم يتصل به شيء,text,0,0,,1,
answer,إذا اتصلت به تاء الفاعل المتحركة,text,0,0,,2,
answer,إذا اتصلت به نون التوكيد الثقيلة أو الخفيفة,text,1,0,,3,
answer,إذا اتصلت به واو جماعة,text,0,0,,4,
question,يكون الفعل الماضي مبنيا على الضم,<p><br data-mce-bogus=1></p>,single_choice,2.5,13,1,1
answer,إذا اتصلت به تاء الفاعل المتحركة,text,0,0,,1,
answer,إذا اتصلت به نون التوكيد,text,0,0,,2,
answer,إذا اتصلت به واو الجماعة,text,1,0,,3,
answer,إذا اتصلت به ألف الاثنين,text,0,0,,4,
question,تعريف الخبر,<p><br data-mce-bogus=1></p>,single_choice,2.5,14,1,1
answer,هو الجزء الذي يتتم المعنى,text,1,0,,1,
answer,هو الجزء المجرور,text,0,0,,2,
answer,هو الجزء المنصوب,text,0,0,,3,
answer,هو الجزء المرفوع,text,0,0,,4,
question,تعريف الفعل الماضي,<p><br data-mce-bogus=1></p>,single_choice,2.5,15,1,1
answer,كل فعل يحصل الآن,text,0,0,,1,
answer,كل فعل حصل في الماضي,text,1,0,,2,
answer,كل فعل لم يحصل,text,0,0,,3,
answer,كل اسم متحرك,text,0,0,,4,
question,يبنى الفعل المضارع على السكون,<p><br data-mce-bogus=1></p>,single_choice,2.5,16,1,1
answer,إذا اتصلت به نون التوكيد,text,0,0,,1,
answer,إذا اتصلت به نون النسوة,text,1,0,,2,
answer,إذا اتصلت به ألف الاثنين,text,0,0,,3,
answer,إذا اتصلت به واو الجماعة,text,0,0,,4,
question,الفعل الماضي يبنى على السكون,<p><br data-mce-bogus=1></p>,single_choice,2.5,17,1,1
answer,إذا اتصلت به تاء الفاعل المتحركة,text,1,0,,1,
answer,واو الجماعة,text,0,0,,2,
answer,ألف الاثنين,text,0,0,,3,
answer,تاء التأنيث الساكنة,text,0,0,,4,
question,الأفعال الخمسة هي,<p><br data-mce-bogus=1></p>,single_choice,2.5,18,1,1
answer,كل فعل مضارع اتصلت به ألف الاثنين,text,1,0,,1,
answer,كل فعل مضارع اتصلت به نون التوكيد,text,0,0,,2,
answer,كل فعل مضارع اتصلت به تاء التأنيث,text,0,0,,3,
answer,كل فعل مضارع اتصلت به نون النسوة,text,0,0,,4,
question,من الأحرف الناصبة التي تدخل على المضارع,<p><br data-mce-bogus=1></p>,single_choice,2.5,19,1,1
answer,حتى,text,1,0,,1,
answer,لم,text,0,0,,2,
answer,لا الناهية,text,0,0,,3,
answer,لام الأمر,text,0,0,,4,
question,تدخل الأحرف الناصبة على,<p><br data-mce-bogus=1></p>,single_choice,2.5,20,1,1
answer,فعل الأمر,text,0,0,,1,
answer,الفعل الماضي,text,0,0,,2,
answer,على الفعل المضارع,text,1,0,,3,
answer,على الأسماء,text,0,0,,4,
question,علامة الفعل المضارع المنصوب,<p><br data-mce-bogus=1></p>,single_choice,2.5,21,1,1
answer,الفتحة,text,1,0,,1,
answer,الضمة,text,0,0,,2,
answer,المجرور,text,0,0,,3,
answer,السكون,text,0,0,,4,
question,من الأدوات الناصبة التي تدخل على الفعل المضارع,<p><br data-mce-bogus=1></p>,single_choice,2.5,22,1,1
answer,عن,text,0,0,,1,
answer,في,text,0,0,,2,
answer,أن,text,1,0,,3,
answer,لم,text,0,0,,4,
question,نون التوكيد الثقلية  تدخل على,<p><br data-mce-bogus=1></p>,single_choice,2.5,23,1,1
answer,الفعل الماضي,text,0,0,,1,
answer,على الفعل المضارع,text,1,0,,2,
answer,على الأسماء,text,0,0,,3,
answer,على,text,0,0,,4,
answer,الحروف,text,0,0,,5,
question,الفتحة علامة,<p><br data-mce-bogus=1></p>,single_choice,2.5,24,1,1
answer,الفعل الماضي إذا لم يتصل به شيء,text,1,0,,1,
answer,الاسم المجرور,text,0,0,,2,
answer,الاسم المنصوب,text,0,0,,3,
answer,الاسم المرفوع,text,0,0,,4,
question,الكسرة هي علامة,<p><br data-mce-bogus=1></p>,single_choice,2.5,25,1,1
answer,الاسم المجرور,text,1,0,,1,
answer,الفعل الماضي,text,0,0,,2,
answer,الفعل المضارع فعل الأمر,text,0,0,,3,
question,السكون علامة,<p><br data-mce-bogus=1></p>,single_choice,2.5,26,1,1
answer,الاسم المجرور,text,0,0,,1,
answer,الاسم المنصوب,text,0,0,,2,
answer,فعل الأمر,text,1,0,,3,
answer,الاسم المضموم,text,0,0,,4,
question,من حروف الجر,<p><br data-mce-bogus=1></p>,single_choice,2.5,27,1,1
answer,في,text,1,0,,1,
answer,لم,text,0,0,,2,
answer,لام الأمر,text,0,0,,3,
answer,أن,text,0,0,,4,
question,(كي) من الأدوات الناصبة التي تدخل على,<p><br data-mce-bogus=1></p>,single_choice,2.5,28,1,1
answer,الماضي,text,0,0,,1,
answer,الأمر,text,0,0,,2,
answer,المضارع,text,1,0,,3,
answer,الاسم,text,0,0,,4,
question,من الأفعال الخمسة,<p><br data-mce-bogus=1></p>,single_choice,2.5,29,1,1
answer,يكتبان,text,1,0,,1,
answer,يكتب,text,0,0,,2,
answer,يدرس,text,0,0,,3,
answer,يذهب,text,0,0,,4,
question,علامة جزم الفعل المضارع إذ كان من الأفعال الخمسة,<p><br data-mce-bogus=1></p>,single_choice,2.5,30,1,1
answer,السكون,text,0,0,,1,
answer,الفتحة,text,0,0,,2,
answer,الضمة,text,0,0,,3,
answer,حذف النون,text,1,0,,4,
question,علامة نصب الفعل المضارع إذا كان من الأفعال الخمسة,<p><br data-mce-bogus=1></p>,single_choice,2.5,31,1,1
answer,الضمة,text,0,0,,1,
answer,الفتحة,text,0,0,,2,
answer,الكسرة,text,0,0,,3,
answer,حذف النون,text,1,0,,4,
question,الفعل الماضي يكون,<p><br data-mce-bogus=1></p>,single_choice,2.5,32,1,1
answer,مرفوعا,text,0,0,,1,
answer,مجرورا,text,0,0,,2,
answer,منصوبا,text,0,0,,3,
answer,مبنيا,text,1,0,,4,
question,الفعل المضارع يكون,<p><br data-mce-bogus=1></p>,single_choice,2.5,33,1,1
answer,مجرورا,text,0,0,,1,
answer,اسما,text,0,0,,2,
answer,حرفا,text,0,0,,3,
answer,مرفوعا ومبنيا,text,1,0,,4,
question,تعريف المعرب,<p><br data-mce-bogus=1></p>,single_choice,2.5,34,1,1
answer,هو كل متحرك,text,1,0,,1,
answer,هو كل مبني,text,0,0,,2,
answer,هوكل فعل,text,0,0,,3,
answer,هو كل حرف,text,0,0,,4,
question,تعريف المبني,<p><br data-mce-bogus=1></p>,single_choice,2.5,35,1,1
answer,هو كل فعل,text,0,0,,1,
answer,هو كل اسم,text,0,0,,2,
answer,هو كل حرف,text,1,0,,3,
answer,هو كل اسم مجرور,text,0,0,,4,
question,تعريف الاسم,<p><br data-mce-bogus=1></p>,single_choice,2.5,36,1,1
answer,هوما لا علاقة له بالزمن والحركة,text,1,0,,1,
answer,هو الذي له علاقة بالزمن,text,0,0,,2,
answer,هو الذي له علاقة بالحركة,text,0,0,,3,
answer,هو الذي لا يظهر معناه إلا إذا ارتبط بغيره,text,0,0,,4,
question,الفعل المضارع يعني,<p><br data-mce-bogus=1></p>,single_choice,2.5,37,1,1
answer,الفعل المشابه للاسم,text,1,0,,1,
answer,الفعل المشابه للماضي,text,0,0,,2,
answer,الفعل المشابه للأمر,text,0,0,,3,
answer,الفعل المشابه للحرف,text,0,0,,4,
question,الاسم جزء من,<p><br data-mce-bogus=1></p>,single_choice,2.5,38,1,1
answer,الحرف,text,0,0,,1,
answer,الفعل,text,0,0,,2,
answer,مستقل بالفهم,text,1,0,,3,
answer,غير مستقل بالفهم,text,0,0,,4,
question,علامة بناء الفعل الأمر إذا كان من الأفعال الخمسة,<p><br data-mce-bogus=1></p>,single_choice,2.5,39,1,1
answer,السكون,text,0,0,,1,
answer,الفتحة,text,0,0,,2,
answer,الضمة,text,0,0,,3,
answer,حذف النون,text,1,0,,4,
question,من الأفعال الخمسة,<p><br data-mce-bogus=1></p>,single_choice,2.5,40,1,1
answer,يكتبون,text,1,0,,1,
answer,درسوا,text,0,0,,2,
answer,يدرس,text,0,0,,3,
answer,يلعب,text,0,0,,4,
question,علامة رفع الأفعال الخمسة,<p><br data-mce-bogus=1></p>,single_choice,2.5,41,1,1
answer,السكون,text,0,0,,1,
answer,الضمة,text,0,0,,2,
answer,الفتحة,text,0,0,,3,
answer,ثبوت النون,text,1,0,,4,
question,هات مثالا لفعل مضارع مبني على الفتح,<p><br data-mce-bogus=1></p>,single_choice,2.5,42,1,1
answer,ليكتبنَّ,text,1,0,,1,
answer,لم يكتب,text,0,0,,2,
answer,لا يذهب,text,0,0,,3,
answer,لن يشرب,text,0,0,,4,
question,هات مثالا لفعل ماض مبني على السكون,<p><br data-mce-bogus=1></p>,single_choice,2.5,43,1,1
answer,شربت,text,1,0,,1,
answer,شربوا,text,0,0,,2,
answer,يشربن,text,0,0,,3,
answer,شربا,text,0,0,,4,
question,هات مثالا لفعل مضارع منصوب,<p><br data-mce-bogus=1></p>,single_choice,2.5,44,1,1
answer,لم يشرب,text,0,0,,1,
answer,شرب,text,0,0,,2,
answer,لن يشرب,text,1,0,,3,
answer,شربوا,text,0,0,,4,
question,هات مثالا لواحد من الأفعال الخمسة في حالة النصب,<p><br data-mce-bogus=1></p>,single_choice,2.5,45,1,1
answer,حتى يأكلوا,text,1,0,,1,
answer,لم يأكلوا,text,0,0,,2,
answer,يأكلوا,text,0,0,,3,
answer,أكلوا,text,0,0,,4,
question,هات مثالا لواحد من الأفعال الخمسة في حالة الجزم,<p><br data-mce-bogus=1></p>,single_choice,2.5,46,1,1
answer,حتى يشربوا,text,0,0,,1,
answer,لم يشربوا,text,1,0,,2,
answer,يشربوا,text,0,0,,3,
answer,شربوا,text,0,0,,4,
question,هات مثالا لواحد من الأفعال الخمسة في حالة الرفع,<p><br data-mce-bogus=1></p>,single_choice,2.5,47,1,1
answer,حتى يناموا,text,0,0,,1,
answer,لم يناموا,text,0,0,,2,
answer,ينامون,text,1,0,,3,
answer,ناموا,text,0,0,,4,
question,هات مثالا لواحد من الأفعال الخمسة مع فعل الأمر,<p><br data-mce-bogus=1></p>,single_choice,2.5,48,1,1
answer,اشربوا,text,1,0,,1,
answer,لم يشربوا,text,0,0,,2,
answer,حتى يدرسوا,text,0,0,,3,
answer,شربوا,text,0,0,,4,
question,هات مثالا لجملة اسمية,<p><br data-mce-bogus=1></p>,single_choice,2.5,49,1,1
answer,الكتاب مفيد,text,1,0,,1,
answer,قام زيد,text,0,0,,2,
answer,يسافر خالد,text,0,0,,3,
answer,سقط الكتاب,text,0,0,,4,
question,هات مثالا لجملة فعلية,<p><br data-mce-bogus=1></p>,single_choice,2.5,50,1,1
answer,قام زيد,text,1,0,,1,
answer,الكتاب جيد,text,0,0,,2,
answer,خالد واقف,text,0,0,,3,
answer,سعيد مسافر,text,0,0,,4,
question,هات مثالا لفعل ماض مبني على السكون,<p><br data-mce-bogus=1></p>,single_choice,2.5,51,1,1
answer,سافرت إلى الحج,text,1,0,,1,
answer,يسافر إلى الحج,text,0,0,,2,
answer,نام سعيد,text,0,0,,3,
answer,لن ينام خالد,text,0,0,,4,
question,هات مثالا لفعل ماض مبني على الضم,<p><br data-mce-bogus=1></p>,single_choice,2.5,52,1,1
answer,يشربوا,text,0,0,,1,
answer,شربوا,text,1,0,,2,
answer,لن بشربوا,text,0,0,,3,
answer,لن يأكلوا,text,0,0,,4,
question,هات مثالا لفعل الأمر,<p><br data-mce-bogus=1></p>,single_choice,2.5,53,1,1
answer,ادرس,text,1,0,,1,
answer,يدرس,text,0,0,,2,
answer,درس,text,0,0,,3,
answer,نام,text,0,0,,4,
question,هات مثالا لاسم مجرور,<p><br data-mce-bogus=1></p>,single_choice,2.5,54,1,1
answer,لم يلعب,text,0,0,,1,
answer,لن يلعب,text,0,0,,2,
answer,وقف,text,0,0,,3,
answer,ذهب إلى السوق,text,1,0,,4,
question,هات مثالا لأقسام الكلمة,<p><br data-mce-bogus=1></p>,single_choice,2.5,55,1,1
answer,الفعل,text,1,0,,1,
answer,جزء الفعل,text,0,0,,2,
answer,جزء الاسم,text,0,0,,3,
answer,جزء الحرف,text,0,0,,4,
question,هات مثالا لحرف جازم,<p><br data-mce-bogus=1></p>,single_choice,2.5,56,1,1
answer,لن,text,0,0,,1,
answer,لم,text,1,0,,2,
answer,في,text,0,0,,3,
answer,عن,text,0,0,,4,
question,عرَّف فعل الأمر,<p><br data-mce-bogus=1></p>,single_choice,2.5,57,1,1
answer,طلب حصول شيء بعد زمن التكلم,text,1,0,,1,
answer,ما دل على حصول شيء في الماضي,text,0,0,,2,
answer,ما دل على حصول شيء الآن,text,0,0,,3,
answer,لم يدل على شيء,text,0,0,,4,
question,من الأسماء,<p><br data-mce-bogus=1></p>,single_choice,2.5,58,1,1
answer,كتب,text,0,0,,1,
answer,لم,text,0,0,,2,
answer,خالد,text,1,0,,3,
answer,عن,text,0,0,,4,
question,من الأفعال الماضية,<p><br data-mce-bogus=1></p>,single_choice,2.5,59,1,1
answer,كتبوا,text,1,0,,1,
answer,يكتبون,text,0,0,,2,
answer,اكتبوا,text,0,0,,3,
answer,لم يكتبوا,text,0,0,,4,
question,من الأفعال المضارعة المجزومة,<p><br data-mce-bogus=1></p>,single_choice,2.5,60,1,1
answer,لم يشربوا,text,1,0,,1,
answer,لن يشربوا,text,0,0,,2,
answer,شربوا,text,0,0,,3,
answer,يشربون,text,0,0,,4,
question,من أقسام الفعل,<p><br data-mce-bogus=1></p>,single_choice,2.5,61,1,1
answer,الأمر,text,1,0,,1,
answer,الاسم,text,0,0,,2,
answer,الحرف,text,0,0,,3,
answer,اسم الفعل,text,0,0,,4,
question,حروف الجر تدخل على,<p><br data-mce-bogus=1></p>,single_choice,2.5,62,1,1
answer,الأسماء,text,1,0,,1,
answer,على الأفعال,text,0,0,,2,
answer,على الجملة الفعلية,text,0,0,,3,
answer,على الحروف,text,0,0,,4,
question,يرفع الفعل المضارع  بثبوت النون,<p><br data-mce-bogus=1></p>,single_choice,2.5,63,1,1
answer,إذا كان من الأفعال الخمسة,text,1,0,,1,
answer,إذا اتصلت به نون النسوة,text,0,0,,2,
answer,إذا اتصلت واو الجماعة,text,0,0,,3,
answer,إذا اتصلت به نون التوكيد,text,0,0,,4,
question,الأفعال كلها,<p><br data-mce-bogus=1></p>,single_choice,2.5,64,1,1
answer,مبنية,text,0,0,,1,
answer,كلها معربة,text,0,0,,2,
answer,كلها مجرورة,text,0,0,,3,
answer,منها معرب ومنها مبني,text,1,0,,4,
question,الأحرف الجازمة تدخل على,<p><br data-mce-bogus=1></p>,single_choice,2.5,65,1,1
answer,الأمر,text,0,0,,1,
answer,الماضي,text,0,0,,2,
answer,الاسم,text,0,0,,3,
answer,المضارعة,text,1,0,,4,
question,علامة الجرِّ,<p><br data-mce-bogus=1></p>,single_choice,2.5,66,1,1
answer,الكسرة,text,1,0,,1,
answer,الضمة,text,0,0,,2,
answer,الفتحة,text,0,0,,3,
answer,السكون,text,0,0,,4,
question,علامة الرفع,<p><br data-mce-bogus=1></p>,single_choice,2.5,67,1,1
answer,الضمة,text,1,0,,1,
answer,الكسرة,text,0,0,,2,
answer,الفتحة,text,0,0,,3,
answer,السكون,text,0,0,,4,
question,علامة النصب,<p><br data-mce-bogus=1></p>,single_choice,2.5,68,1,1
answer,الفتحة,text,1,0,,1,
answer,السكون,text,0,0,,2,
answer,الكسرة,text,0,0,,3,
answer,الضمة,text,0,0,,4,
question,علامة الجزم,<p><br data-mce-bogus=1></p>,single_choice,2.5,69,1,1
answer,السكون,text,1,0,,1,
answer,الفتحة,text,0,0,,2,
answer,الضمة,text,0,0,,3,
answer,الكسرة,text,0,0,,4,
